,summary,config,name
14,"{'train_loss': 0.6646053791046143, 'val_acc_balanced': 0.48984744305973354, 'trainer/global_step': 79, 'epoch': 9, '_wandb': {'runtime': 63}, '_runtime': 64.46263456344604, 'val_loss': 0.8304433226585388, '_timestamp': 1686367752.7332077, 'val_acc_rec': 0.33073929961089493, 'val_acc_rec_balanced': 0.4978513107004727, '_step': 10, 'val_acc': 0.33126989741775736}","{'weights': 'under_50_task', 'task_name': 'medication', 'train_frac': 20, 'freeze_encoder': True}",sandy-bee-902
15,"{'_step': 10, 'epoch': 9, 'val_acc_rec': 0.3035019455252918, 'val_acc_balanced': 0.5, 'val_acc_rec_balanced': 0.5, '_wandb': {'runtime': 62}, 'val_acc': 0.3035019455252918, '_runtime': 63.40634226799011, 'val_loss': 0.8126745223999023, '_timestamp': 1686367600.5849314, 'train_loss': 0.6973329186439514, 'trainer/global_step': 79}","{'weights': 'pathological_task', 'task_name': 'medication', 'train_frac': 20, 'freeze_encoder': True}",bumbling-sky-901
16,"{'val_acc_rec_balanced': 0.5, '_wandb': {'runtime': 41}, 'val_acc': 0.6964980544747081, '_runtime': 41.866557359695435, '_timestamp': 1686367446.1642714, 'train_loss': 0.6733483672142029, 'val_acc_balanced': 0.5, 'trainer/global_step': 79, '_step': 10, 'epoch': 9, 'val_loss': 0.6515263915061951, 'val_acc_rec': 0.6964980544747081}","{'weights': 'under_50_task', 'task_name': 'medication', 'train_frac': 20, 'freeze_encoder': True}",pretty-planet-900
17,"{'epoch': 9, 'val_acc': 0.6193845065440396, '_timestamp': 1686367305.8022945, 'train_loss': 0.64664226770401, 'trainer/global_step': 79, 'val_acc_rec_balanced': 0.5161509812347801, '_step': 10, '_wandb': {'runtime': 62}, '_runtime': 62.92315459251404, 'val_loss': 0.7166375517845154, 'val_acc_rec': 0.603112840466926, 'val_acc_balanced': 0.5529863525673582}","{'weights': 'pathological_task', 'task_name': 'medication', 'train_frac': 20, 'freeze_encoder': True}",blooming-plant-899
18,"{'_runtime': 59.67747616767883, 'val_acc_rec': 0.6848249027237354, 'trainer/global_step': 79, 'val_acc_rec_balanced': 0.49885403237358544, '_step': 10, 'epoch': 9, 'val_acc': 0.6765122037495578, 'train_loss': 0.5491310358047485, 'val_acc_balanced': 0.4961746819288719, '_wandb': {'runtime': 59}, 'val_loss': 0.6206061840057373, '_timestamp': 1686367155.4658952}","{'weights': 'under_50_task', 'task_name': 'medication', 'train_frac': 20, 'freeze_encoder': True}",breezy-wildflower-898
19,"{'_step': 10, 'val_acc': 0.6964980544747081, '_runtime': 63.45897102355957, 'val_acc_rec': 0.6964980544747081, 'val_acc_rec_balanced': 0.5, 'epoch': 9, '_wandb': {'runtime': 63}, 'val_loss': 0.7377200722694397, '_timestamp': 1686367006.997807, 'train_loss': 0.37117820978164673, 'val_acc_balanced': 0.5, 'trainer/global_step': 79}","{'weights': 'pathological_task', 'task_name': 'medication', 'train_frac': 20, 'freeze_encoder': True}",scarlet-planet-897
20,"{'val_acc_rec_balanced': 0.4916201117318435, '_step': 12, '_wandb': {'runtime': 59}, '_runtime': 60.36589455604553, 'val_loss': 0.6464356184005737, 'val_acc_rec': 0.6848249027237354, 'val_acc_balanced': 0.4905978565196442, 'epoch': 9, 'val_acc': 0.6811107180756987, '_timestamp': 1686366856.0513957, 'train_loss': 0.668929934501648, 'trainer/global_step': 169}","{'weights': 'under_50_task', 'task_name': 'medication', 'train_frac': 10, 'freeze_encoder': True}",worldly-grass-896
21,"{'_step': 12, 'val_acc': 0.6414927484966395, '_runtime': 66.80165123939514, 'trainer/global_step': 169, 'val_acc_rec_balanced': 0.4581005586592179, 'val_acc_balanced': 0.4721858681355888, 'epoch': 9, '_wandb': {'runtime': 66}, 'val_loss': 0.6529330015182495, '_timestamp': 1686366706.4803271, 'train_loss': 0.6831351518630981, 'val_acc_rec': 0.6381322957198443}","{'weights': 'pathological_task', 'task_name': 'medication', 'train_frac': 10, 'freeze_encoder': True}",dazzling-cherry-895
22,"{'_wandb': {'runtime': 66}, 'val_acc': 0.6964980544747081, '_runtime': 67.0249490737915, 'train_loss': 0.6651170253753662, 'val_acc_rec': 0.6964980544747081, 'trainer/global_step': 169, '_step': 12, 'epoch': 9, 'val_loss': 0.6387712359428406, '_timestamp': 1686366550.641031, 'val_acc_balanced': 0.5, 'val_acc_rec_balanced': 0.5}","{'weights': 'under_50_task', 'task_name': 'medication', 'train_frac': 10, 'freeze_encoder': True}",cosmic-planet-894
23,"{'epoch': 9, 'val_acc': 0.6805801202688362, 'train_loss': 0.6538059115409851, 'val_acc_balanced': 0.5073153103879361, '_timestamp': 1686366395.9861178, 'val_acc_rec': 0.6926070038910506, 'trainer/global_step': 169, 'val_acc_rec_balanced': 0.5189084658358402, '_step': 12, '_wandb': {'runtime': 61}, '_runtime': 62.20801591873169, 'val_loss': 0.6260367035865784}","{'weights': 'pathological_task', 'task_name': 'medication', 'train_frac': 10, 'freeze_encoder': True}",lucky-morning-893
24,"{'epoch': 9, '_wandb': {'runtime': 96}, 'val_acc': 0.44534842589317297, 'val_loss': 0.7000455856323242, 'train_loss': 0.6686840057373047, 'trainer/global_step': 179, '_step': 12, '_runtime': 96.56227946281432, '_timestamp': 1686366244.1432054, 'val_acc_rec': 0.4591439688715953, 'val_acc_balanced': 0.5299823547030251, 'val_acc_rec_balanced': 0.5430095974788712}","{'weights': 'under_50_task', 'task_name': 'medication', 'train_frac': 10, 'freeze_encoder': True}",noble-serenity-892
25,"{'_step': 12, '_runtime': 65.81166219711304, 'train_loss': 0.6772854924201965, 'val_acc_balanced': 0.6091176049276608, 'val_acc_rec_balanced': 0.62795444778685, 'val_acc_rec': 0.5875486381322957, 'trainer/global_step': 179, 'epoch': 9, '_wandb': {'runtime': 65}, 'val_acc': 0.5631411390166254, 'val_loss': 0.6619358658790588, '_timestamp': 1686366060.7489102}","{'weights': 'pathological_task', 'task_name': 'medication', 'train_frac': 10, 'freeze_encoder': True}",worthy-wood-891
26,"{'val_loss': 0.6458853483200073, '_timestamp': 1686365906.515113, 'train_loss': 0.685546875, 'val_acc_balanced': 0.5, 'trainer/global_step': 189, '_step': 12, '_wandb': {'runtime': 65}, 'val_acc': 0.6964980544747081, 'val_acc_rec_balanced': 0.5, 'epoch': 9, '_runtime': 65.36408805847168, 'val_acc_rec': 0.6964980544747081}","{'weights': 'under_50_task', 'task_name': 'medication', 'train_frac': 10, 'freeze_encoder': True}",sunny-moon-890
27,"{'_timestamp': 1686365753.874683, 'val_acc_rec': 0.7003891050583657, 'val_acc': 0.6980898478952954, '_runtime': 64.06191897392273, 'val_loss': 0.5979186296463013, 'train_loss': 0.6370499730110168, 'val_acc_balanced': 0.5050884869320623, 'trainer/global_step': 189, 'val_acc_rec_balanced': 0.5064102564102564, '_step': 12, 'epoch': 9, '_wandb': {'runtime': 63}}","{'weights': 'pathological_task', 'task_name': 'medication', 'train_frac': 10, 'freeze_encoder': True}",prime-flower-889
28,"{'val_acc_rec_balanced': 0.5, 'epoch': 9, '_wandb': {'runtime': 64}, 'val_acc': 0.6964980544747081, '_runtime': 64.53781914710999, 'val_loss': 0.6165125370025635, '_timestamp': 1686365603.5201242, 'train_loss': 0.647226095199585, '_step': 12, 'val_acc_rec': 0.6964980544747081, 'val_acc_balanced': 0.5, 'trainer/global_step': 159}","{'weights': 'under_50_task', 'task_name': 'medication', 'train_frac': 10, 'freeze_encoder': True}",dauntless-frog-888
29,"{'_step': 12, 'val_acc': 0.6961443226034666, '_runtime': 65.65805172920227, 'val_loss': 0.5998196005821228, 'epoch': 9, '_wandb': {'runtime': 65}, '_timestamp': 1686365450.7503898, 'train_loss': 0.5989307761192322, 'val_acc_rec': 0.6964980544747081, 'val_acc_balanced': 0.5244071570887213, 'trainer/global_step': 159, 'val_acc_rec_balanced': 0.5180848016043547}","{'weights': 'pathological_task', 'task_name': 'medication', 'train_frac': 10, 'freeze_encoder': True}",polar-firefly-887
30,"{'val_loss': 0.638592541217804, 'train_loss': 0.5981317162513733, 'val_acc_rec': 0.6926070038910506, 'trainer/global_step': 369, 'epoch': 9, 'val_acc': 0.6915458082773258, '_runtime': 68.54046845436096, 'val_acc_balanced': 0.4964448958862367, 'val_acc_rec_balanced': 0.4972067039106145, '_step': 16, '_wandb': {'runtime': 68}, '_timestamp': 1686365293.3742774}","{'weights': 'under_50_task', 'task_name': 'medication', 'train_frac': 5, 'freeze_encoder': True}",deft-terrain-886
31,"{'val_loss': 0.6259406805038452, 'train_loss': 0.5693730711936951, 'val_acc_rec': 0.6964980544747081, 'trainer/global_step': 369, 'epoch': 9, 'val_acc': 0.6901308807923594, '_runtime': 66.61217784881592, '_timestamp': 1686365134.112119, 'val_acc_balanced': 0.4978952611634176, 'val_acc_rec_balanced': 0.5, '_step': 16, '_wandb': {'runtime': 66}}","{'weights': 'pathological_task', 'task_name': 'medication', 'train_frac': 5, 'freeze_encoder': True}",jolly-shadow-885
32,"{'_wandb': {'runtime': 69}, 'val_acc': 0.6927838698266714, 'train_loss': 0.6900650858879089, 'val_acc_balanced': 0.4976624864893021, '_step': 16, '_runtime': 69.97710061073303, 'val_loss': 0.6689837574958801, '_timestamp': 1686364978.0547087, 'val_acc_rec': 0.6964980544747081, 'trainer/global_step': 369, 'val_acc_rec_balanced': 0.5, 'epoch': 9}","{'weights': 'under_50_task', 'task_name': 'medication', 'train_frac': 5, 'freeze_encoder': True}",glorious-shape-884
33,"{'_wandb': {'runtime': 70}, 'val_acc': 0.6805801202688362, '_runtime': 70.90521955490112, '_timestamp': 1686364817.5969956, 'val_acc_rec': 0.6770428015564203, 'trainer/global_step': 369, '_step': 16, 'epoch': 9, 'val_acc_balanced': 0.5819562188277272, 'val_acc_rec_balanced': 0.5728405672539751, 'val_loss': 0.6137411594390869, 'train_loss': 0.6104863286018372}","{'weights': 'pathological_task', 'task_name': 'medication', 'train_frac': 5, 'freeze_encoder': True}",misty-glitter-883
34,"{'_step': 16, 'epoch': 9, 'val_loss': 0.6654232740402222, 'train_loss': 0.6373473405838013, 'val_acc_rec': 0.5291828793774319, 'val_acc_rec_balanced': 0.5498854032373586, '_wandb': {'runtime': 65}, 'val_acc': 0.5033604527767952, '_runtime': 65.8042197227478, '_timestamp': 1686364656.9815748, 'val_acc_balanced': 0.54598032321496, 'trainer/global_step': 359}","{'weights': 'under_50_task', 'task_name': 'medication', 'train_frac': 5, 'freeze_encoder': True}",neat-voice-882
35,"{'_runtime': 68.98868227005005, 'val_loss': 0.6561030745506287, '_timestamp': 1686364500.7682133, 'train_loss': 0.6922855973243713, 'val_acc_balanced': 0.5, 'epoch': 9, '_wandb': {'runtime': 68}, 'val_acc': 0.6964980544747081, 'trainer/global_step': 359, '_step': 16, 'val_acc_rec': 0.6964980544747081, 'val_acc_rec_balanced': 0.5}","{'weights': 'pathological_task', 'task_name': 'medication', 'train_frac': 5, 'freeze_encoder': True}",devoted-moon-881
36,"{'_step': 16, 'epoch': 9, 'val_acc': 0.6964980544747081, 'val_loss': 0.6285672187805176, '_timestamp': 1686364340.383324, 'val_acc_balanced': 0.5, 'trainer/global_step': 389, '_wandb': {'runtime': 70}, '_runtime': 70.94353985786438, 'train_loss': 0.657469630241394, 'val_acc_rec': 0.6964980544747081, 'val_acc_rec_balanced': 0.5}","{'weights': 'under_50_task', 'task_name': 'medication', 'train_frac': 5, 'freeze_encoder': True}",fragrant-disco-880
37,"{'train_loss': 0.6608315706253052, 'val_acc_rec_balanced': 0.5, 'epoch': 9, '_wandb': {'runtime': 70}, '_runtime': 70.62160134315491, 'val_loss': 0.6313237547874451, '_timestamp': 1686364178.1326494, 'val_acc_rec': 0.6964980544747081, 'val_acc_balanced': 0.5, 'trainer/global_step': 389, '_step': 16, 'val_acc': 0.6964980544747081}","{'weights': 'pathological_task', 'task_name': 'medication', 'train_frac': 5, 'freeze_encoder': True}",kind-grass-879
38,"{'val_loss': 0.6264039874076843, '_timestamp': 1686364014.6291423, 'val_acc_rec': 0.6964980544747081, 'val_acc_balanced': 0.5, '_runtime': 73.63118052482605, 'train_loss': 0.6874293088912964, 'trainer/global_step': 329, 'val_acc_rec_balanced': 0.5, '_step': 15, 'epoch': 9, '_wandb': {'runtime': 73}, 'val_acc': 0.6964980544747081}","{'weights': 'under_50_task', 'task_name': 'medication', 'train_frac': 5, 'freeze_encoder': True}",vocal-pine-878
39,"{'val_loss': 0.597893238067627, 'val_acc_rec': 0.708171206225681, '_runtime': 69.7700765132904, '_timestamp': 1686363850.9900026, 'train_loss': 0.6391085982322693, 'val_acc_balanced': 0.5256914872836661, '_step': 15, 'epoch': 9, '_wandb': {'runtime': 69}, 'val_acc': 0.6986204457021578, 'trainer/global_step': 329, 'val_acc_rec_balanced': 0.5373155708351239}","{'weights': 'pathological_task', 'task_name': 'medication', 'train_frac': 5, 'freeze_encoder': True}",exalted-galaxy-877
40,"{'val_loss': 0.6322495937347412, '_timestamp': 1686363692.3239465, 'train_loss': 0.6558721661567688, 'val_acc_rec': 0.6964980544747081, 'val_acc_balanced': 0.5, 'trainer/global_step': 929, '_step': 27, '_wandb': {'runtime': 80}, '_runtime': 80.54826354980469, 'val_acc_rec_balanced': 0.5, 'epoch': 9, 'val_acc': 0.6964980544747081}","{'weights': 'under_50_task', 'task_name': 'medication', 'train_frac': 2, 'freeze_encoder': True}",hopeful-shape-876
41,"{'_runtime': 81.41816568374634, 'val_acc_balanced': 0.5, 'train_loss': 0.6558739542961121, 'val_acc_rec': 0.6964980544747081, '_step': 27, 'epoch': 9, '_wandb': {'runtime': 81}, 'val_acc': 0.6964980544747081, 'val_loss': 0.6322548985481262, '_timestamp': 1686363518.9869926, 'trainer/global_step': 929, 'val_acc_rec_balanced': 0.5}","{'weights': 'pathological_task', 'task_name': 'medication', 'train_frac': 2, 'freeze_encoder': True}",driven-pyramid-875
42,"{'trainer/global_step': 939, 'epoch': 9, '_wandb': {'runtime': 80}, 'val_acc': 0.6964980544747081, 'train_loss': 0.6768916249275208, 'val_acc_balanced': 0.5, 'val_acc_rec_balanced': 0.5, '_step': 27, '_runtime': 81.06966876983643, 'val_loss': 0.6381238698959351, '_timestamp': 1686363342.969036, 'val_acc_rec': 0.6964980544747081}","{'weights': 'under_50_task', 'task_name': 'medication', 'train_frac': 2, 'freeze_encoder': True}",desert-valley-874
43,"{'val_acc_balanced': 0.5637167767056035, 'trainer/global_step': 939, 'epoch': 9, 'val_acc': 0.6929607357622922, '_runtime': 79.4685652256012, 'train_loss': 0.6833928823471069, 'val_acc_rec': 0.6964980544747081, 'val_acc_rec_balanced': 0.5542544048130641, '_step': 27, '_wandb': {'runtime': 79}, 'val_loss': 0.5959263443946838, '_timestamp': 1686363167.3722591}","{'weights': 'pathological_task', 'task_name': 'medication', 'train_frac': 2, 'freeze_encoder': True}",fearless-frost-873
44,"{'val_acc_balanced': 0.5, 'trainer/global_step': 909, 'val_acc_rec_balanced': 0.5, '_step': 27, '_wandb': {'runtime': 81}, 'val_acc': 0.6964980544747081, 'val_loss': 0.630756139755249, 'val_acc_rec': 0.6964980544747081, 'epoch': 9, '_runtime': 81.68383383750916, '_timestamp': 1686362993.6192975, 'train_loss': 0.6852648258209229}","{'weights': 'under_50_task', 'task_name': 'medication', 'train_frac': 2, 'freeze_encoder': True}",zesty-shadow-872
45,"{'val_acc_balanced': 0.5, 'val_acc_rec_balanced': 0.5, '_wandb': {'runtime': 81}, 'val_acc_rec': 0.6964980544747081, 'val_acc': 0.6964980544747081, '_runtime': 81.93036103248596, 'val_loss': 0.6312931776046753, '_timestamp': 1686362817.808893, 'train_loss': 0.6690422892570496, 'trainer/global_step': 909, '_step': 27, 'epoch': 9}","{'weights': 'pathological_task', 'task_name': 'medication', 'train_frac': 2, 'freeze_encoder': True}",revived-sun-871
46,"{'val_acc_rec_balanced': 0.5, '_step': 27, '_wandb': {'runtime': 80}, 'val_loss': 0.6437833309173584, 'val_acc_rec': 0.6964980544747081, 'val_acc_balanced': 0.5, 'trainer/global_step': 929, 'epoch': 9, 'val_acc': 0.6964980544747081, '_runtime': 81.102055311203, '_timestamp': 1686362640.7256603, 'train_loss': 0.6808903813362122}","{'weights': 'under_50_task', 'task_name': 'medication', 'train_frac': 2, 'freeze_encoder': True}",ethereal-firebrand-870
47,"{'val_acc_rec': 0.6964980544747081, 'val_acc_balanced': 0.5, 'trainer/global_step': 929, '_wandb': {'runtime': 82}, 'val_acc': 0.6964980544747081, 'train_loss': 0.6873924136161804, 'val_loss': 0.6097164154052734, '_timestamp': 1686362464.3491952, 'val_acc_rec_balanced': 0.5, '_step': 27, 'epoch': 9, '_runtime': 83.0194091796875}","{'weights': 'pathological_task', 'task_name': 'medication', 'train_frac': 2, 'freeze_encoder': True}",splendid-surf-869
48,"{'epoch': 9, 'val_acc': 0.6964980544747081, 'val_loss': 0.6252593994140625, 'train_loss': 0.7003766298294067, 'trainer/global_step': 889, 'val_acc_rec_balanced': 0.5, '_step': 26, '_wandb': {'runtime': 80}, '_runtime': 80.36824822425842, '_timestamp': 1686362286.8518622, 'val_acc_rec': 0.6964980544747081, 'val_acc_balanced': 0.5}","{'weights': 'under_50_task', 'task_name': 'medication', 'train_frac': 2, 'freeze_encoder': True}",resilient-brook-868
49,"{'_wandb': {'runtime': 81}, 'train_loss': 0.6802505254745483, 'trainer/global_step': 889, 'val_loss': 0.6002167463302612, '_timestamp': 1686362111.481098, 'val_acc_rec': 0.7159533073929961, 'val_acc_balanced': 0.5745464963342058, '_step': 26, 'epoch': 9, 'val_acc': 0.7078174743544393, '_runtime': 81.27842593193054, 'val_acc_rec_balanced': 0.5754548059017333}","{'weights': 'pathological_task', 'task_name': 'medication', 'train_frac': 2, 'freeze_encoder': True}",jolly-pyramid-867
50,"{'train_loss': 0.6563767790794373, 'val_acc_rec': 0.6964980544747081, 'val_acc_balanced': 0.5, 'trainer/global_step': 1869, 'epoch': 9, '_wandb': {'runtime': 100}, 'val_acc': 0.6964980544747081, '_runtime': 100.31038570404051, 'val_loss': 0.6334945559501648, '_timestamp': 1686361937.2022717, 'val_acc_rec_balanced': 0.5, '_step': 46}","{'weights': 'under_50_task', 'task_name': 'medication', 'train_frac': 1, 'freeze_encoder': True}",likely-snowflake-866
51,"{'train_loss': 0.6223272085189819, 'val_acc_rec': 0.6964980544747081, 'val_acc_balanced': 0.5, 'val_acc_rec_balanced': 0.5, 'epoch': 9, '_timestamp': 1686361733.7919872, 'val_acc': 0.6964980544747081, '_runtime': 107.38603019714355, 'val_loss': 0.5945403575897217, 'trainer/global_step': 1869, '_step': 46, '_wandb': {'runtime': 107}}","{'weights': 'pathological_task', 'task_name': 'medication', 'train_frac': 1, 'freeze_encoder': True}",sparkling-dragon-865
52,"{'_runtime': 101.99684309959412, 'train_loss': 0.6465759873390198, 'val_acc_balanced': 0.5, 'trainer/global_step': 1869, 'epoch': 9, '_wandb': {'runtime': 101}, 'val_loss': 0.6361996531486511, '_timestamp': 1686361524.7966, 'val_acc_rec': 0.6964980544747081, 'val_acc_rec_balanced': 0.5, '_step': 46, 'val_acc': 0.6964980544747081}","{'weights': 'under_50_task', 'task_name': 'medication', 'train_frac': 1, 'freeze_encoder': True}",lyric-pyramid-864
53,"{'_step': 46, 'epoch': 9, 'val_loss': 0.5951922535896301, '_timestamp': 1686361320.642221, 'train_loss': 0.6789500713348389, 'trainer/global_step': 1869, '_wandb': {'runtime': 103}, 'val_acc': 0.7101167315175098, '_runtime': 103.26237797737122, 'val_acc_rec': 0.7237354085603113, 'val_acc_balanced': 0.5668258650102225, 'val_acc_rec_balanced': 0.5810413980805043}","{'weights': 'pathological_task', 'task_name': 'medication', 'train_frac': 1, 'freeze_encoder': True}",radiant-meadow-863
54,"{'_step': 46, '_wandb': {'runtime': 101}, '_runtime': 101.82007932662964, 'val_loss': 0.6344738006591797, 'val_acc_balanced': 0.5, 'trainer/global_step': 1869, 'epoch': 9, 'val_acc': 0.6964980544747081, '_timestamp': 1686361115.3616474, 'train_loss': 0.6380674839019775, 'val_acc_rec': 0.6964980544747081, 'val_acc_rec_balanced': 0.5}","{'weights': 'under_50_task', 'task_name': 'medication', 'train_frac': 1, 'freeze_encoder': True}",sweet-cosmos-862
55,"{'_runtime': 97.1962480545044, '_timestamp': 1686360912.709914, 'train_loss': 0.6380553841590881, 'val_acc_rec': 0.6964980544747081, 'val_acc_rec_balanced': 0.5, 'val_acc': 0.6964980544747081, 'epoch': 9, '_wandb': {'runtime': 97}, 'val_loss': 0.6344600915908813, 'val_acc_balanced': 0.5, 'trainer/global_step': 1869, '_step': 46}","{'weights': 'pathological_task', 'task_name': 'medication', 'train_frac': 1, 'freeze_encoder': True}",sunny-star-861
